episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
255, -3807.572385072708, 2, 12.547844836000877, 790, 405676,                                             405676, 21.743921279907227, 438.30731201171875
256, 1476.5066188573837, 1, 11.132838904000891, 708, 406384,                                             406384, 22.464078903198242, 436.7655334472656
257, -2894.3983777165413, 2, 3.7128205810004147, 221, 406605,                                             406605, 22.000823974609375, 441.2871398925781
258, 2238.2520092725754, 1, 3.925434425000276, 250, 406855,                                             406855, 22.462705612182617, 442.30401611328125
259, -3325.12770318985, 2, 3.108354332998715, 177, 407032,                                             407032, 23.89069938659668, 436.25140380859375
260, -3851.4414727687836, 2, 8.336934938999548, 537, 407569,                                             407569, 22.85115623474121, 434.324462890625
261, 1959.408850312233, 1, 8.39277042499998, 522, 408091,                                             408091, 22.828229904174805, 441.541015625
262, -3526.6879619956017, 2, 7.134447923999687, 468, 408559,                                             408559, 22.384809494018555, 438.3690185546875
263, -11536.267445802689, 2, 30.996288510999875, 2004, 410563,                                             410563, 22.315603256225586, 438.0659484863281
264, 1069.0322657227516, 1, 10.949164724999719, 706, 411269,                                             411269, 22.755504608154297, 439.2790222167969
265, -4939.048001050949, 2, 12.937017308000577, 823, 412092,                                             412092, 22.7552490234375, 435.8819885253906
266, -4622.3465576171875, 2, 9.327043519999279, 594, 412686,                                             412686, 22.800214767456055, 434.74609375
267, -3660.559068441391, 2, 6.935005938999893, 444, 413130,                                             413130, 22.89124298095703, 440.5702209472656
268, -6518.661542236805, 2, 22.582067684999856, 1444, 414574,                                             414574, 22.660207748413086, 435.716552734375
269, -6274.897264480591, 3, 9.339061689001028, 569, 415143,                                             415143, 22.41807746887207, 435.5768737792969
270, -4062.7633244991302, 3, 8.9253168489995, 563, 415706,                                             415706, 22.389102935791016, 434.81768798828125
271, -3679.1637692451477, 2, 6.806692084999668, 422, 416128,                                             416128, 22.090560913085938, 436.31524658203125
272, -9274.239932656288, 3, 36.209308257000885, 2340, 418468,                                             418468, 22.22356414794922, 434.66888427734375
273, -4885.508736670017, 2, 14.349480349001169, 915, 419383,                                             419383, 22.01424789428711, 435.0986328125
274, -12077.177564620972, 2, 31.206580417001533, 2040, 421423,                                             421423, 22.428892135620117, 433.9657897949219
275, -5827.290797054768, 2, 17.953387067998847, 1158, 422581,                                             422581, 22.082792282104492, 435.76739501953125
276, -15019.26166549325, 2, 48.25547599499987, 3146, 425727,                                             425727, 22.644563674926758, 435.69329833984375
277, -9092.670635521412, 2, 32.79891050600054, 2120, 427847,                                             427847, 22.64417839050293, 434.56317138671875
278, -4111.775119066238, 2, 9.127632204999827, 578, 428425,                                             428425, 22.252485275268555, 436.80389404296875
279, -4690.069628477097, 2, 13.754257423999661, 890, 429315,                                             429315, 22.23641586303711, 434.2725830078125
280, 1002.3559015393257, 1, 10.531486116000451, 662, 429977,                                             429977, 22.168867111206055, 433.2503356933594
281, -10358.747709989548, 2, 21.654504516998713, 1409, 431386,                                             431386, 22.36281394958496, 434.03167724609375
282, -13781.228073656559, 4, 49.664487644000474, 3225, 434611,                                             434611, 22.839263916015625, 433.1911315917969
283, -4211.806037783623, 2, 10.13015585299945, 642, 435253,                                             435253, 22.317279815673828, 432.8327941894531
284, -1976.6290066242218, 1, 17.758969659000286, 1131, 436384,                                             436384, 22.474632263183594, 433.5205078125
285, 85.12922537326813, 1, 16.553617469999153, 1061, 437445,                                             437445, 23.04374885559082, 430.9192199707031
286, -12365.827478379011, 2, 41.83838839800046, 2713, 440158,                                             440158, 22.216474533081055, 430.12164306640625
287, 2195.4656304717064, 1, 4.3172965759986255, 261, 440419,                                             440419, 21.587129592895508, 427.10272216796875
288, -3136.5383501052856, 2, 2.7121089929987647, 156, 440575,                                             440575, 22.530874252319336, 432.41607666015625
289, 2107.5255712270737, 1, 4.316289654001594, 254, 440829,                                             440829, 22.540361404418945, 432.23077392578125
290, -3532.668721437454, 2, 4.53110128499975, 282, 441111,                                             441111, 24.148242950439453, 430.6500549316406
291, 2167.9709219932556, 1, 4.381693197999994, 259, 441370,                                             441370, 22.617082595825195, 428.3067626953125
292, -3519.3175723552704, 3, 5.31839524300085, 333, 441703,                                             441703, 22.318389892578125, 431.6127624511719
293, -5069.866015791893, 2, 15.348567304001335, 976, 442679,                                             442679, 22.764602661132812, 432.2805480957031
294, -3692.1598489284515, 2, 6.731952267000452, 427, 443106,                                             443106, 22.29178810119629, 426.53662109375
295, -4677.784683048725, 2, 13.141393290999986, 831, 443937,                                             443937, 22.1403751373291, 429.667724609375
296, -2666.0871592760086, 1, 22.580654334999053, 1459, 445396,                                             445396, 22.119335174560547, 427.5920715332031
297, -2870.946875691414, 3, 3.922956119000446, 222, 445618,                                             445618, 22.541481018066406, 427.04254150390625
298, -13838.47785615921, 4, 49.45281099500062, 3190, 448808,                                             448808, 22.36014175415039, 427.5329895019531
299, -10767.320194661617, 2, 17.566841705000115, 1107, 449915,                                             449915, 22.192623138427734, 430.52685546875
300, -4418.468671262264, 3, 13.74596823200045, 866, 450781,                                             450781, 22.988468170166016, 428.8038635253906
301, 2292.315725207329, 1, 4.062602668000181, 261, 451042,                                             451042, 22.89237403869629, 424.3243408203125
302, -3769.6957503557205, 2, 6.121803706000719, 378, 451420,                                             451420, 23.060422897338867, 428.474609375
303, -13480.661526083946, 2, 41.42482245900101, 2670, 454090,                                             454090, 22.481891632080078, 427.6961669921875
304, -4066.8435639739037, 3, 10.74547793199963, 685, 454775,                                             454775, 23.260831832885742, 425.45587158203125
305, -6167.621485710144, 2, 19.363712020000094, 1242, 456017,                                             456017, 22.835458755493164, 427.6205139160156
306, -6972.742900669575, 2, 21.364143091001097, 1370, 457387,                                             457387, 22.658639907836914, 426.46844482421875
307, -16162.729223251343, 4, 50.459880651000276, 3269, 460656,                                             460656, 22.353036880493164, 426.61688232421875
308, -10691.661114990711, 2, 26.19127899799969, 1661, 462317,                                             462317, 22.497161865234375, 425.79486083984375
309, -7270.273537158966, 2, 8.338287388000026, 536, 462853,                                             462853, 22.053030014038086, 425.28326416015625
310, -3793.0345908999443, 3, 9.934158306999961, 620, 463473,                                             463473, 22.690776824951172, 423.43121337890625
311, -8606.451053977013, 2, 16.844265308000104, 1089, 464562,                                             464562, 23.044572830200195, 428.0033264160156
312, -4261.096079707146, 2, 10.946469893999165, 674, 465236,                                             465236, 22.14209747314453, 424.7652587890625
313, -3671.2804512381554, 2, 6.129282099000193, 387, 465623,                                             465623, 22.89144515991211, 428.22015380859375
314, -10759.238389730453, 3, 26.180129831998784, 1671, 467294,                                             467294, 23.058351516723633, 426.1733703613281
315, -5105.345868945122, 2, 12.151740523000626, 776, 468070,                                             468070, 22.989423751831055, 425.2855529785156
316, -9533.812616169453, 4, 49.6518996979994, 3200, 471270,                                             471270, 22.956472396850586, 427.00433349609375
317, -6842.602293252945, 3, 23.969613242001287, 1535, 472805,                                             472805, 22.95725440979004, 427.126953125
318, -5769.263080954552, 2, 15.566132739999375, 994, 473799,                                             473799, 22.954988479614258, 423.9653625488281
319, 2126.390915095806, 1, 4.716923754000163, 285, 474084,                                             474084, 22.732128143310547, 427.64263916015625
320, -6800.23117017746, 2, 11.336374790000264, 714, 474798,                                             474798, 23.37348175048828, 422.8392028808594
321, -7643.79364335537, 3, 26.857422488999873, 1720, 476518,                                             476518, 22.714012145996094, 426.0971984863281
322, -4624.492693722248, 2, 13.742133779000142, 864, 477382,                                             477382, 23.131832122802734, 425.67681884765625
323, -4735.331381320953, 2, 10.73722133299998, 669, 478051,                                             478051, 22.896991729736328, 430.5157775878906
324, -4679.73308545351, 2, 12.348646559999906, 783, 478834,                                             478834, 22.8514404296875, 427.9735412597656
325, -2792.0860589146614, 1, 23.170403997000903, 1477, 480311,                                             480311, 23.480995178222656, 427.05078125
326, -2989.262045145035, 3, 3.709743782001169, 228, 480539,                                             480539, 22.217960357666016, 422.5687561035156
327, -1368.9635875225067, 1, 22.177241241000957, 1416, 481955,                                             481955, 23.63595962524414, 427.9838562011719
328, -3397.840189218521, 3, 4.515410729998621, 276, 482231,                                             482231, 23.01904296875, 424.6706237792969
329, -8217.706091880798, 2, 25.984670922000078, 1648, 483879,                                             483879, 23.082733154296875, 427.8540344238281
330, -7135.900933265686, 3, 25.18357830700006, 1610, 485489,                                             485489, 23.402257919311523, 426.2212219238281
331, -4567.800255656242, 2, 11.408169677999467, 715, 486204,                                             486204, 23.01941680908203, 430.6672058105469
332, -7434.186643779278, 2, 29.605175705000875, 1904, 488108,                                             488108, 23.09250831604004, 426.18841552734375
333, -7439.836052834988, 2, 23.576787171001342, 1498, 489606,                                             489606, 23.325355529785156, 427.4279479980469
334, -11245.27654159069, 2, 36.02399346200036, 2310, 491916,                                             491916, 23.692378997802734, 426.415283203125
335, 754.7086753249168, 1, 11.939415875000122, 750, 492666,                                             492666, 22.795551300048828, 426.6198425292969
336, -3752.960711956024, 3, 7.726838549999229, 472, 493138,                                             493138, 23.250761032104492, 431.24127197265625
337, -2762.1907757520676, 1, 26.180359272000715, 1669, 494807,                                             494807, 23.29239273071289, 427.1194152832031
338, -5947.782033979893, 2, 11.74990872699891, 722, 495529,                                             495529, 23.256093978881836, 422.61029052734375
339, 1641.748005092144, 1, 6.935815554999863, 441, 495970,                                             495970, 23.011884689331055, 426.17523193359375
340, -3754.5886694192886, 2, 6.317722055999184, 387, 496357,                                             496357, 23.876951217651367, 428.9119567871094
341, -3346.487487733364, 2, 7.008853508999891, 441, 496798,                                             496798, 23.33435821533203, 424.3077087402344
342, -4968.080072283745, 3, 13.945042346000264, 874, 497672,                                             497672, 23.619604110717773, 426.6833801269531
343, -3820.1522054076195, 2, 9.944984701000067, 637, 498309,                                             498309, 23.906530380249023, 426.5304260253906
344, -7831.972302615643, 2, 22.18713065799966, 1423, 499732,                                             499732, 23.363162994384766, 425.87518310546875
345, -8344.589274525642, 3, 21.3605054130021, 1347, 501079,                                             501079, 23.66657066345215, 427.0432434082031
346, -6416.177709817886, 2, 22.581038128002547, 1418, 502497,                                             502497, 23.631084442138672, 427.176025390625
347, -3721.3098678588867, 2, 5.930193516000145, 376, 502873,                                             502873, 24.573837280273438, 425.8320007324219
348, -4142.914693713188, 2, 9.943162020001182, 608, 503481,                                             503481, 23.802406311035156, 424.2549133300781
349, -5420.896553277969, 2, 13.554400504999649, 859, 504340,                                             504340, 23.553659439086914, 425.4307556152344
350, -6708.206022977829, 3, 23.36456116499903, 1479, 505819,                                             505819, 23.590797424316406, 422.9678955078125
351, -8317.230731159449, 2, 25.65008482900157, 1634, 507453,                                             507453, 23.842361450195312, 422.6506652832031
352, -5728.168255209923, 2, 17.76334927100106, 1133, 508586,                                             508586, 23.381502151489258, 421.5517578125
353, -4051.6422625780106, 2, 10.332960006999201, 645, 509231,                                             509231, 23.26983070373535, 424.476318359375
354, -4639.253670215607, 2, 15.552244036000047, 978, 510209,                                             510209, 23.275684356689453, 422.3369445800781
355, 1509.3966647982597, 1, 8.328023647998634, 507, 510716,                                             510716, 24.230098724365234, 423.9139099121094
356, -3504.6868183612823, 2, 3.109515468000609, 183, 510899,                                             510899, 24.01080894470215, 433.133544921875
357, 1942.806253939867, 1, 8.934450297001604, 533, 511432,                                             511432, 23.283180236816406, 422.7257385253906
358, -3530.1459960341454, 2, 5.530767824999202, 321, 511753,                                             511753, 24.40943145751953, 430.4153137207031
359, -3180.728525161743, 3, 8.740716506003082, 554, 512307,                                             512307, 23.273204803466797, 426.8695373535156
360, -3173.0679746866226, 2, 5.518395813000097, 333, 512640,                                             512640, 23.40163803100586, 429.41290283203125
361, 2068.32568860054, 1, 4.590177050999046, 269, 512909,                                             512909, 23.3905086517334, 421.6385192871094
362, -4737.720512747765, 2, 14.154825483001332, 906, 513815,                                             513815, 23.602556228637695, 430.04315185546875
363, -4854.717468798161, 2, 14.744067840998468, 927, 514742,                                             514742, 24.09998321533203, 424.2040100097656
364, 2287.3325365185738, 1, 4.318604730000516, 263, 515005,                                             515005, 22.928983688354492, 422.05096435546875
365, -9738.621446967125, 2, 23.785703771001863, 1522, 516527,                                             516527, 24.22504997253418, 426.9825439453125
366, -14879.786901652813, 2, 40.823077424000076, 2596, 519123,                                             519123, 23.90735626220703, 425.92193603515625
367, -11411.791737914085, 2, 40.82266175000041, 2588, 521711,                                             521711, 23.83141326904297, 425.4957580566406
368, -8214.969275593758, 2, 21.778246453002794, 1390, 523101,                                             523101, 23.82806968688965, 426.0602111816406
369, 1193.8352865576744, 1, 11.750954094000917, 714, 523815,                                             523815, 23.245439529418945, 424.4561767578125
370, -3018.1651005744934, 2, 2.520965789000911, 129, 523944,                                             523944, 24.702930450439453, 430.7686767578125
371, -8646.926782488823, 3, 25.6536582109984, 1623, 525567,                                             525567, 24.197601318359375, 426.3976135253906
372, -6344.548468530178, 2, 16.966976633997547, 1045, 526612,                                             526612, 24.419124603271484, 427.1883239746094
373, -5609.356172800064, 2, 20.37607891600055, 1292, 527904,                                             527904, 24.079025268554688, 426.4072265625
374, -7442.841100633144, 2, 27.184937305999483, 1715, 529619,                                             529619, 24.286970138549805, 425.43426513671875
375, 1215.4307019114494, 1, 10.945892793002713, 663, 530282,                                             530282, 23.881942749023438, 428.46051025390625
376, -5665.799259543419, 3, 14.558472095999605, 926, 531208,                                             531208, 23.684104919433594, 426.36614990234375
377, -7823.066622018814, 2, 13.741059934000077, 858, 532066,                                             532066, 24.03726577758789, 425.6112365722656
378, -10838.014976084232, 2, 29.811659838997002, 1887, 533953,                                             533953, 24.3620662689209, 425.8900146484375
379, -4335.574347317219, 2, 11.13790818599955, 691, 534644,                                             534644, 24.237916946411133, 425.0690612792969
380, -3904.69105553627, 2, 9.330599988999893, 578, 535222,                                             535222, 24.215198516845703, 424.9904479980469
381, -10212.31197655201, 4, 49.92217226100183, 3156, 538378,                                             538378, 24.28194808959961, 426.4762878417969
382, 945.8305106163025, 1, 10.531754261999595, 647, 539025,                                             539025, 24.73592185974121, 427.49102783203125
383, -6527.1691326498985, 3, 15.75678741700176, 999, 540024,                                             540024, 23.81519889831543, 428.0850830078125
384, 1826.299333870411, 1, 8.526911857999949, 519, 540543,                                             540543, 24.458669662475586, 426.2079162597656
385, -4094.2819409370422, 2, 8.324285703001806, 519, 541062,                                             541062, 24.049301147460938, 431.93463134765625
386, -5466.134574115276, 2, 20.77657414299756, 1308, 542370,                                             542370, 24.057050704956055, 425.5113220214844
387, -3223.4151235818863, 2, 9.128298161002022, 560, 542930,                                             542930, 24.141284942626953, 424.9212646484375
388, 1350.1386840641499, 1, 9.946120535998489, 619, 543549,                                             543549, 23.905906677246094, 425.49176025390625
389, -5434.74474054575, 2, 14.748923965998983, 919, 544468,                                             544468, 24.460887908935547, 425.6103515625
390, -3977.313998758793, 2, 12.940735202999349, 801, 545269,                                             545269, 24.39870262145996, 425.04119873046875
391, -3770.267954289913, 2, 8.595097192999674, 520, 545789,                                             545789, 24.795318603515625, 423.0340576171875
392, -3826.126091361046, 2, 10.14943313600088, 637, 546426,                                             546426, 24.42184066772461, 425.5021057128906
393, -4451.293575167656, 2, 14.341989650998585, 894, 547320,                                             547320, 24.78632164001465, 427.8985290527344
394, -6617.38696962595, 3, 25.375751609000872, 1593, 548913,                                             548913, 24.301679611206055, 425.7841796875
395, -4616.067694723606, 2, 12.150827193003352, 766, 549679,                                             549679, 23.78348159790039, 426.675048828125
396, -4190.669946908951, 2, 11.336653917001968, 703, 550382,                                             550382, 24.307315826416016, 424.9733581542969
397, -4067.0549017190933, 3, 12.959058707001532, 805, 551187,                                             551187, 24.476186752319336, 425.8163146972656
398, -2207.126284480095, 1, 27.779868337998778, 1745, 552932,                                             552932, 24.267929077148438, 424.9661865234375
399, -9263.413958609104, 3, 35.21524615799717, 2211, 555143,                                             555143, 24.442834854125977, 424.5639343261719
400, -8357.431962609291, 2, 21.9676859780011, 1367, 556510,                                             556510, 24.344118118286133, 425.9179382324219
401, -5985.050967037678, 2, 22.10475258199949, 1381, 557891,                                             557891, 24.620779037475586, 426.03314208984375
402, -7690.491046965122, 2, 20.376059998998244, 1289, 559180,                                             559180, 23.948650360107422, 421.7839050292969
403, -4337.414160370827, 2, 14.145007385999634, 880, 560060,                                             560060, 24.786943435668945, 425.7030334472656
404, 1124.3493070304394, 1, 13.956746358999226, 872, 560932,                                             560932, 24.157634735107422, 427.50665283203125
405, -4648.905018746853, 2, 7.133846335000271, 421, 561353,                                             561353, 23.833459854125977, 421.9889831542969
406, -4108.440228044987, 2, 10.139966987997468, 640, 561993,                                             561993, 23.546634674072266, 422.48828125
407, -4716.984237611294, 2, 15.74986537299992, 980, 562973,                                             562973, 24.635435104370117, 423.5474853515625
408, -782.89356559515, 1, 22.985813120001694, 1448, 564421,                                             564421, 23.963756561279297, 423.358154296875
409, -3459.9823471307755, 2, 6.3186802229975, 381, 564802,                                             564802, 24.71758460998535, 427.0008544921875
410, -3425.1204112768173, 2, 7.3279351009987295, 438, 565240,                                             565240, 24.58500862121582, 425.8976135253906
411, -8038.900694727898, 2, 21.83510495399969, 1366, 566606,                                             566606, 23.62900733947754, 425.7691650390625
412, -6097.009001195431, 2, 19.575151535002078, 1224, 567830,                                             567830, 24.934782028198242, 421.367431640625
413, 2219.130122244358, 1, 4.112809034999373, 247, 568077,                                             568077, 24.404882431030273, 429.033935546875
414, -3768.3488606214523, 2, 9.128987411000708, 565, 568642,                                             568642, 23.50786590576172, 421.1197509765625
415, -6894.765390396118, 2, 13.743627946001652, 848, 569490,                                             569490, 24.368371963500977, 425.88275146484375
416, 1340.6879221200943, 1, 8.940104725999845, 555, 570045,                                             570045, 24.08522605895996, 429.5281066894531
417, 541.0480090379715, 1, 16.96353791599904, 1035, 571080,                                             571080, 24.141475677490234, 420.07501220703125
418, -7805.424806416035, 4, 49.467870213000424, 3116, 574196,                                             574196, 24.27490234375, 421.31414794921875
419, -8751.384047865868, 4, 49.85578268599784, 3125, 577321,                                             577321, 24.142175674438477, 422.4464416503906
420, -5538.356250882149, 1, 48.251100942998164, 3020, 580341,                                             580341, 24.309017181396484, 421.0395812988281
421, -6185.908439517021, 3, 22.841773885000293, 1412, 581753,                                             581753, 24.136690139770508, 422.49853515625
422, -4398.864782869816, 3, 13.754299706000893, 861, 582614,                                             582614, 24.17892837524414, 422.4459533691406
423, -3550.5589871406555, 2, 6.1198532130001695, 368, 582982,                                             582982, 23.209867477416992, 421.29730224609375
424, -3901.9852947592735, 2, 10.54144208499929, 661, 583643,                                             583643, 23.83062171936035, 421.72003173828125
425, -2824.0303661823273, 1, 30.993801658001757, 1934, 585577,                                             585577, 23.405818939208984, 417.34515380859375
426, -3837.3425912857056, 2, 6.925119086001359, 421, 585998,                                             585998, 23.907609939575195, 421.422607421875
427, 2299.808694243431, 1, 4.1263103899982525, 253, 586251,                                             586251, 23.54475212097168, 421.01397705078125
428, -11218.24350130558, 3, 39.00693144999968, 2434, 588685,                                             588685, 23.87314796447754, 421.4065856933594
429, -7915.713492035866, 2, 19.959088857001916, 1238, 589923,                                             589923, 24.36423110961914, 421.55084228515625
430, -4617.6253497600555, 2, 18.36997095100014, 1157, 591080,                                             591080, 24.338499069213867, 421.73931884765625
431, -6249.75269806385, 2, 18.804061106002337, 1157, 592237,                                             592237, 23.99530792236328, 420.33935546875
432, -3206.086799144745, 2, 5.118037012001878, 305, 592542,                                             592542, 25.137510299682617, 421.0325012207031
433, -5607.709756672382, 2, 22.78021198799979, 1431, 593973,                                             593973, 24.114137649536133, 420.4424743652344
434, -6267.235960304737, 2, 12.93727429199862, 793, 594766,                                             594766, 23.808971405029297, 419.1380310058594
435, -5056.850019544363, 2, 15.14691066800151, 941, 595707,                                             595707, 24.44847869873047, 416.953369140625
436, 2064.5202340483665, 1, 8.324533418999636, 500, 596207,                                             596207, 24.19111442565918, 417.3634948730469
437, -14891.157683253288, 3, 35.613123697003175, 2229, 598436,                                             598436, 23.837112426757812, 420.5465393066406
438, -4415.792927324772, 2, 14.941052220001438, 921, 599357,                                             599357, 24.39198875427246, 420.45111083984375
439, -10661.00128519535, 2, 37.40874115599945, 2323, 601680,                                             601680, 23.939498901367188, 421.7364807128906
440, -4030.8126106262207, 2, 10.346972493000067, 641, 602321,                                             602321, 24.408349990844727, 421.97161865234375
441, -5618.3162752091885, 1, 37.863915013000224, 2349, 604670,                                             604670, 24.260622024536133, 420.16217041015625
442, -4309.3455193042755, 2, 7.735609335002664, 479, 605149,                                             605149, 24.216943740844727, 420.8819885253906
443, -4519.390774071217, 2, 12.337262002001808, 755, 605904,                                             605904, 24.82018280029297, 419.3910217285156
444, -3565.8675825595856, 2, 4.92775169900051, 299, 606203,                                             606203, 23.211034774780273, 420.0193786621094
445, -5015.5681673288345, 2, 11.93557221300216, 735, 606938,                                             606938, 23.801633834838867, 421.0687561035156
446, -4337.726837277412, 2, 9.126660332000029, 555, 607493,                                             607493, 24.350046157836914, 422.067626953125
447, 1296.1854055821896, 1, 10.14562494400161, 634, 608127,                                             608127, 24.077682495117188, 424.26800537109375
448, -9228.615750968456, 2, 43.43611448100273, 2705, 610832,                                             610832, 24.470989227294922, 421.4839172363281
449, -8323.100144982338, 2, 22.981325377997564, 1434, 612266,                                             612266, 24.86819076538086, 421.8937072753906
450, -10051.58879494667, 4, 50.065505695001775, 3102, 615368,                                             615368, 24.361656188964844, 420.8330078125
451, -6695.4008239507675, 2, 21.207670260999294, 1316, 616684,                                             616684, 24.541200637817383, 419.54296875
452, -5496.346189320087, 3, 13.16064292900046, 813, 617497,                                             617497, 25.245723724365234, 421.4998779296875
453, -4560.152388572693, 2, 10.131213435000973, 623, 618120,                                             618120, 24.62577247619629, 424.6724548339844
454, -5942.351365327835, 2, 18.759006314001454, 1157, 619277,                                             619277, 24.94175148010254, 423.4520263671875
455, 322.7702716588974, 1, 17.363944560001983, 1077, 620354,                                             620354, 24.285446166992188, 421.7514953613281
456, -8121.431654751301, 3, 17.151586877000227, 1055, 621409,                                             621409, 25.512338638305664, 419.7583923339844
457, -9416.634915232658, 2, 28.591241808997438, 1769, 623178,                                             623178, 24.352489471435547, 420.931884765625
458, -6904.2430164813995, 3, 25.80163890199765, 1604, 624782,                                             624782, 24.610157012939453, 419.51446533203125
459, -9175.350228250027, 2, 35.609019153998815, 2214, 626996,                                             626996, 24.613710403442383, 422.1175537109375
460, -8006.459672629833, 2, 20.96244662999743, 1265, 628261,                                             628261, 24.473190307617188, 421.99169921875
461, -5960.212312459946, 2, 19.634116633002122, 1218, 629479,                                             629479, 24.477710723876953, 420.9000549316406
462, -4263.3088982105255, 3, 13.742506017999403, 846, 630325,                                             630325, 24.507097244262695, 419.3250732421875
463, -5934.536167621613, 2, 17.764864179000142, 1105, 631430,                                             631430, 25.41182518005371, 420.9725646972656
464, -3012.205574274063, 1, 27.783115081001597, 1714, 633144,                                             633144, 24.897377014160156, 423.8567199707031
465, -10606.953825116158, 2, 28.38595128399902, 1755, 634899,                                             634899, 24.815011978149414, 422.27532958984375
466, -3712.569249153137, 2, 9.743518740000582, 604, 635503,                                             635503, 25.0325870513916, 422.8634948730469
467, -9551.471793711185, 3, 26.38310143600029, 1633, 637136,                                             637136, 24.98821449279785, 421.12835693359375
468, -4291.4514174461365, 3, 14.14381706399945, 870, 638006,                                             638006, 25.439123153686523, 425.44189453125
469, 2185.2756546139717, 1, 4.528199488999235, 278, 638284,                                             638284, 25.324003219604492, 420.4009094238281
470, -5996.520536780357, 2, 20.366696641998715, 1262, 639546,                                             639546, 24.579530715942383, 422.6679992675781
471, -6310.931793272495, 2, 22.448005727997952, 1399, 640945,                                             640945, 24.577125549316406, 421.07177734375
472, 620.7699837088585, 1, 16.16126593000081, 977, 641922,                                             641922, 25.5478572845459, 419.9049377441406
473, -7850.489148676395, 2, 22.565451174999907, 1392, 643314,                                             643314, 25.24439239501953, 422.4002685546875
474, -7770.204882502556, 2, 27.601656522998383, 1717, 645031,                                             645031, 25.228139877319336, 421.7996826171875
475, 862.8860515356064, 1, 11.337196942000446, 690, 645721,                                             645721, 25.286540985107422, 425.5701904296875
476, -7096.025439679623, 4, 49.86061867100216, 3100, 648821,                                             648821, 25.423137664794922, 421.51214599609375
477, -5863.26576846838, 2, 20.7633424859996, 1284, 650105,                                             650105, 24.7673282623291, 421.7354431152344
478, -7995.239684700966, 2, 24.773388583002088, 1532, 651637,                                             651637, 25.295984268188477, 421.2909851074219
479, -6117.298011600971, 2, 22.58136554900193, 1406, 653043,                                             653043, 25.257734298706055, 422.7612609863281
480, -6472.525781035423, 2, 26.601971716998378, 1662, 654705,                                             654705, 25.36924171447754, 422.7065734863281
481, -4445.224786639214, 3, 9.168205756999669, 560, 655265,                                             655265, 25.311447143554688, 423.2911376953125
482, -4535.548736721277, 1, 43.63642472799984, 2704, 657969,                                             657969, 24.953943252563477, 422.650146484375
483, -3521.504294395447, 3, 6.523903076002171, 388, 658357,                                             658357, 25.59698486328125, 419.2071228027344
484, -4053.811321616173, 2, 11.938770470002055, 726, 659083,                                             659083, 25.527204513549805, 424.65374755859375
485, -8434.370942950249, 2, 25.38725641199926, 1581, 660664,                                             660664, 25.099853515625, 423.50665283203125
486, -8271.680587291718, 2, 23.170273290001205, 1433, 662097,                                             662097, 25.33112144470215, 421.2134094238281
487, -4100.745218932629, 1, 36.62156182400213, 2282, 664379,                                             664379, 25.06997299194336, 423.6638488769531
488, -4115.551801919937, 3, 8.324163152999972, 503, 664882,                                             664882, 25.69118881225586, 423.6188049316406
489, -3673.458930492401, 2, 10.140699804000178, 624, 665506,                                             665506, 25.185155868530273, 423.36279296875
490, -5034.0860849022865, 2, 15.947599693001393, 977, 666483,                                             666483, 25.366413116455078, 424.2808532714844
491, -6012.345661997795, 3, 20.826765169000282, 1275, 667758,                                             667758, 24.714818954467773, 422.6539306640625
492, 1493.1499041616917, 1, 9.128064020998863, 558, 668316,                                             668316, 25.244400024414062, 424.0838928222656
493, -5111.323348104954, 3, 14.147358262001944, 864, 669180,                                             669180, 25.372343063354492, 422.985595703125
494, 1056.8169024586678, 1, 13.14323260600213, 801, 669981,                                             669981, 25.273014068603516, 421.9383239746094
495, -3235.6662890911102, 2, 1.7217442600012873, 102, 670083,                                             670083, 26.08646011352539, 420.0382995605469
496, -6545.595713496208, 2, 18.75731039099992, 1155, 671238,                                             671238, 25.415616989135742, 423.8890686035156
497, -6741.618349909782, 2, 24.389560613999492, 1523, 672761,                                             672761, 25.573211669921875, 422.674072265625
498, -4291.162152528763, 2, 9.930459740000515, 602, 673363,                                             673363, 25.20094871520996, 424.9851989746094
499, -13815.413959026337, 4, 50.659471497001505, 3144, 676507,                                             676507, 25.40629005432129, 424.0425720214844
500, 256.9150132238865, 1, 17.36653627800115, 1081, 677588,                                             677588, 25.803964614868164, 422.5146179199219
501, -9865.458647727966, 2, 24.30991722699764, 1502, 679090,                                             679090, 25.819820404052734, 421.077392578125
502, -13248.690689861774, 4, 49.845183366996935, 3100, 682190,                                             682190, 25.716806411743164, 421.6964416503906
503, -537.8517563045025, 1, 11.954217567999876, 741, 682931,                                             682931, 25.668153762817383, 421.1492614746094
504, -3609.1784253120422, 2, 6.530068928001128, 378, 683309,                                             683309, 25.961942672729492, 427.9326171875
505, 2264.9690575003624, 1, 4.311987965000299, 250, 683559,                                             683559, 25.037750244140625, 426.44256591796875
506, -8277.90874016285, 2, 27.399561309997807, 1681, 685240,                                             685240, 26.017295837402344, 422.9603576660156
507, -4729.1214698553085, 2, 14.747420188999968, 903, 686143,                                             686143, 25.66664695739746, 422.02386474609375
508, 1232.292071223259, 1, 12.53892416799863, 761, 686904,                                             686904, 26.232868194580078, 425.8907165527344
509, -3481.4589391946793, 2, 5.530286802000774, 338, 687242,                                             687242, 25.40784454345703, 419.2552795410156
